OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
ARYABHATA,1975-033A,7752,PAY,D,IND,4/19/1975,KYMSC,2/11/1992,87.46,50.62,152,145,2.215,,EA,IMP
BHASKARA 1,1979-051A,11392,PAY,D,IND,6/7/1979,KYMSC,2/17/1989,87.35,50.63,146,140,3.6228,,EA,IMP
ROHINI 1,1980-062A,11899,PAY,D,IND,7/18/1980,SRILR,5/20/1981,87.76,44.71,178,150,1.11,,EA,IMP
SLV-3 R/B,1980-062B,11900,R/B,D,IND,7/18/1980,SRILR,7/23/1981,87.83,44.7,178,156,0.45,,EA,IMP
ROHINI 2,1981-051A,12491,PAY,D,IND,5/31/1981,SRILR,6/8/1981,87.89,46.25,197,143,1,,EA,IMP
SLV-3 R/B,1981-051B,12492,R/B,D,IND,5/31/1981,SRILR,6/6/1981,88.34,46.25,232,153,1,,EA,IMP
APPLE,1981-057B,12545,PAY,-,IND,6/19/1981,FRGUI,,1439.25,7.45,35948,35749,2,,EA,ORB
BHASKARA 2,1981-115A,12968,PAY,D,IND,11/20/1981,KYMSC,11/30/1991,87.27,50.61,144,135,2.5023,,EA,IMP
INSAT-1A,1982-031A,13129,PAY,-,IND,4/10/1982,AFETR,,1434.85,7.54,35820,35704,0.6309,,EA,ORB
ROHINI 3,1983-033A,14002,PAY,D,IND,4/17/1983,SRILR,4/19/1990,87.44,46.54,151,144,0.47,,EA,IMP
SLV-3 R/B,1983-033B,14003,R/B,D,IND,4/17/1983,SRILR,3/18/1989,87.82,46.55,180,153,1.7574,,EA,IMP
SLV-3 DEB,1983-033C,14004,DEB,D,IND,4/17/1983,SRILR,5/11/1987,88.54,46.56,216,188,0.8787,,EA,IMP
SLV-3 DEB,1983-033D,14224,DEB,D,IND,4/17/1983,SRILR,6/6/1988,88.78,46.68,221,207,0.1493,,EA,IMP
SLV-3 DEB,1983-033E,14225,DEB,D,IND,4/17/1983,SRILR,1/4/1989,88.89,46.38,224,215,0.0791,,EA,IMP
INSAT-1B,1983-089B,14318,PAY,-,IND,8/30/1983,AFETR,,1436.84,11.42,35863,35740,3.9811,,EA,ORB
SLV-3 DEB,1983-033F,14397,DEB,D,IND,4/17/1983,SRILR,2/4/1984,88.65,46.57,211,204,0.0354,,EA,IMP
IRS-1A,1988-021A,18960,PAY,-,IND,3/17/1988,TYMSC,,103.07,98.88,914,894,3.5011,,EA,ORB
INSAT-1C,1988-063A,19330,PAY,-,IND,7/21/1988,FRGUI,,1436.2,11.57,35807,35770,1.9952,,EA,ORB
INSAT-1D,1990-051A,20643,PAY,-,IND,6/12/1990,AFETR,,1435.87,14.63,35855,35709,2,,EA,ORB
IRS-1B,1991-061A,21688,PAY,-,IND,8/29/1991,TYMSC,,103.02,99.41,919,883,3.6711,,EA,ORB
INSAT-2DT (ARABSAT-1C),1992-010B,21894,PAY,-,IND,2/26/1992,FRGUI,,1459.2,14.22,36379,36096,2.5119,,EA,ORB
ASLV-D3 R/B,1992-028B,21967,R/B,D,IND,5/20/1992,SRILR,6/24/1992,87.46,46.02,154,143,0.9805,,EA,IMP
SROSS 3,1992-028A,21968,PAY,D,IND,5/20/1992,SRILR,7/14/1992,87.46,46.01,160,138,0.5946,,EA,IMP
INSAT-2A,1992-041A,22027,PAY,-,IND,7/9/1992,FRGUI,,1437.23,14.53,35859,35759,1.9952,,EA,ORB
INSAT-2B,1993-048B,22724,PAY,-,IND,7/22/1993,FRGUI,,1440.37,14.4,35950,35790,19.9526,,EA,ORB
SROSS C2,1994-027A,23099,PAY,D,IND,5/4/1994,SRILR,7/12/2001,87.32,45.98,144,140,0.6847,,EA,IMP
ASLV-D4 R/B,1994-027B,23100,R/B,D,IND,5/4/1994,SRILR,10/6/2003,87.81,45.98,167,165,1.1021,,EA,IMP
IRS-P2,1994-068A,23323,PAY,-,IND,10/15/1994,SRILR,,101.08,98.92,810,809,3.5092,,EA,ORB
IRS-P2 R/B,1994-068B,23324,R/B,,IND,10/15/1994,SRILR,,101.6,98.87,876,792,6.038,,EA,ORB
INSAT-2C,1995-067B,23731,PAY,-,IND,12/6/1995,FRGUI,,1443.03,14.2,35928,35916,3.9811,,EA,ORB
IRS-1C,1995-072A,23751,PAY,-,IND,12/28/1995,TYMSC,,101.16,99.03,814,813,4.225,,EA,ORB
IRS-P3,1996-017A,23827,PAY,-,IND,3/21/1996,SRILR,,101.15,99.04,816,810,2.536,,EA,ORB
PSLV R/B,1996-017B,23828,R/B,,IND,3/21/1996,SRILR,,101.22,99.05,841,792,6.2969,,EA,ORB
INSAT-2D,1997-027B,24820,PAY,-,IND,6/3/1997,FRGUI,,1374.16,12.79,35925,33205,6.3095,,EA,ORB
IRS-1D,1997-057A,24971,PAY,-,IND,9/29/1997,SRILR,,100.32,98.83,812,736,3.912,,EA,ORB
PSLV 1C R/B,1997-057B,24972,R/B,D,IND,9/29/1997,SRILR,11/4/1999,87.2,98.6,148,123,10.621,,EA,IMP
INSAT-2E (APR-1),1999-016A,25666,PAY,-,IND,4/2/1999,FRGUI,,1445.05,11,36004,35919,6.3803,,EA,ORB
IRS-P4 (OCEANSAT-1),1999-029C,25758,PAY,-,IND,5/26/1999,SRILR,,98.96,97.95,711,707,3.4542,,EA,ORB
PSLV R/B,1999-029D,25759,R/B,,IND,5/26/1999,SRILR,,98.92,98.63,727,687,6.0619,,EA,ORB
ASLV-D4 DEB,1994-027C,25819,DEB,D,IND,5/4/1994,SRILR,8/26/1999,89.23,45.99,250,224,0.0534,,EA,IMP
INSAT-3B,2000-016B,26108,PAY,-,IND,3/21/2000,FRGUI,,1444.99,10.48,36001,35920,5.0119,,EA,ORB
IRS-P3 DEB,1996-017C,26602,DEB,D,IND,3/21/1996,SRILR,2/6/2004,89.15,98.49,247,218,0.1733,,EA,IMP
GSAT-1,2001-015A,26745,PAY,-,IND,4/18/2001,SRILR,,1387,12.73,35804,33836,3.1622,,EA,ORB
GSLV R/B,2001-015B,26746,R/B,D,IND,4/18/2001,SRILR,1/18/2003,97.05,18.99,1130,104,6.3095,,EA,IMP
TES,2001-049A,26957,PAY,-,IND,10/22/2001,SRILR,,89.53,97.82,255,247,3.2203,,EA,ORB
PSLV R/B,2001-049D,26960,R/B,,IND,10/22/2001,SRILR,,91.15,97.65,339,323,4.878,,EA,ORB
PSLV DEB,2001-049E,27062,DEB,D,IND,10/22/2001,SRILR,12/30/2001,89.55,98.54,309,196,0.3125,,EA,IMP
PSLV DEB,2001-049F,27063,DEB,D,IND,10/22/2001,SRILR,6/17/2015,88.27,97.61,197,181,0.026,,EA,IMP
PSLV DEB,2001-049G,27064,DEB,D,IND,10/22/2001,SRILR,5/13/2002,88.61,97.73,220,191,0.0056,,EA,IMP
PSLV DEB,2001-049H,27065,DEB,D,IND,10/22/2001,SRILR,5/13/2003,88.79,97.67,220,209,0.0443,,EA,IMP
PSLV DEB,2001-049J,27066,DEB,D,IND,10/22/2001,SRILR,8/16/2002,90.34,98.04,310,273,0.0466,,EA,IMP
PSLV DEB,2001-049K,27067,DEB,D,IND,10/22/2001,SRILR,1/25/2003,90.12,97.74,284,277,0.0826,,EA,IMP
PSLV DEB,2001-049L,27068,DEB,D,IND,10/22/2001,SRILR,9/16/2013,87.34,97.73,157,129,0.097,,EA,IMP
PSLV DEB,2001-049M,27069,DEB,D,IND,10/22/2001,SRILR,11/11/2014,87.89,97.21,175,165,0.0315,,EA,IMP
PSLV DEB,2001-049N,27070,DEB,D,IND,10/22/2001,SRILR,1/28/2003,87.48,98.74,155,144,1.7105,,EA,IMP
PSLV DEB,2001-049P,27071,DEB,D,IND,10/22/2001,SRILR,8/1/2002,87.98,98.73,188,161,0.0212,,EA,IMP
PSLV DEB,2001-049Q,27072,DEB,D,IND,10/22/2001,SRILR,4/19/2002,90.53,98.04,329,272,0.3799,,EA,IMP
PSLV DEB,2001-049R,27073,DEB,D,IND,10/22/2001,SRILR,6/6/2002,87.68,97.39,166,154,0.0733,,EA,IMP
PSLV DEB,2001-049S,27074,DEB,D,IND,10/22/2001,SRILR,10/26/2002,88.77,97.17,216,211,0.954,,EA,IMP
PSLV DEB,2001-049T,27075,DEB,D,IND,10/22/2001,SRILR,10/3/2014,89.18,96.2,238,230,0.1221,,EA,IMP
PSLV DEB,2001-049U,27076,DEB,D,IND,10/22/2001,SRILR,4/27/2003,88.53,97.07,207,196,0.161,,EA,IMP
PSLV DEB,2001-049V,27077,DEB,D,IND,10/22/2001,SRILR,5/8/2002,87.94,97.21,189,156,0.0203,,EA,IMP
PSLV DEB,2001-049W,27078,DEB,D,IND,10/22/2001,SRILR,4/14/2003,89.15,97.76,246,219,0.0564,,EA,IMP
PSLV DEB,2001-049X,27079,DEB,D,IND,10/22/2001,SRILR,4/7/2002,90.03,97.55,300,252,0.0465,,EA,IMP
PSLV DEB,2001-049Y,27080,DEB,D,IND,10/22/2001,SRILR,6/11/2002,89.68,97.6,272,245,0.038,,EA,IMP
PSLV DEB,2001-049Z,27081,DEB,D,IND,10/22/2001,SRILR,9/5/2002,89.85,96.8,283,251,0.0329,,EA,IMP
PSLV DEB,2001-049AA,27082,DEB,D,IND,10/22/2001,SRILR,1/10/2003,88.42,97.68,205,188,0.3334,,EA,IMP
PSLV DEB,2001-049AB,27083,DEB,D,IND,10/22/2001,SRILR,5/11/2004,88.55,97.67,214,191,0.1591,,EA,IMP
PSLV DEB,2001-049AC,27084,DEB,D,IND,10/22/2001,SRILR,5/1/2003,88.05,97.69,185,171,0.2243,,EA,IMP
PSLV DEB,2001-049AD,27085,DEB,D,IND,10/22/2001,SRILR,7/17/2012,87.52,97.38,163,141,0.1768,,EA,IMP
PSLV DEB,2001-049AE,27086,DEB,D,IND,10/22/2001,SRILR,12/21/2002,88.01,98.74,183,169,0.2648,,EA,IMP
PSLV DEB,2001-049AF,27087,DEB,D,IND,10/22/2001,SRILR,5/2/2009,88.11,97.72,190,172,0.0283,,EA,IMP
PSLV DEB,2001-049AG,27088,DEB,D,IND,10/22/2001,SRILR,8/13/2013,88.21,97.68,193,179,0.0552,,EA,IMP
PSLV DEB,2001-049AH,27089,DEB,,IND,10/22/2001,SRILR,,96.09,98.13,606,536,0.151,,EA,ORB
PSLV DEB,2001-049AJ,27090,DEB,D,IND,10/22/2001,SRILR,2/11/2003,90.41,97.68,297,292,0.1906,,EA,IMP
PSLV DEB,2001-049AK,27091,DEB,D,IND,10/22/2001,SRILR,1/10/2014,88.13,97.66,186,178,0.062,,EA,IMP
PSLV DEB,2001-049AL,27092,DEB,D,IND,10/22/2001,SRILR,8/23/2002,88.88,97.53,235,204,0.0751,,EA,IMP
PSLV DEB,2001-049AM,27093,DEB,D,IND,10/22/2001,SRILR,10/27/2004,87.99,97.71,184,166,0.133,,EA,IMP
PSLV DEB,2001-049AN,27094,DEB,D,IND,10/22/2001,SRILR,10/7/2002,89.36,97.85,256,229,0.0259,,EA,IMP
PSLV DEB,2001-049AP,27095,DEB,D,IND,10/22/2001,SRILR,10/16/2002,90.31,97.74,304,275,0.187,,EA,IMP
PSLV DEB,2001-049AQ,27096,DEB,D,IND,10/22/2001,SRILR,10/22/2003,89.27,97.02,252,225,0.0307,,EA,IMP
PSLV DEB,2001-049AR,27097,DEB,D,IND,10/22/2001,SRILR,11/24/2021,87.89,97.53,171,169,0.0202,,EA,IMP
PSLV DEB,2001-049AS,27098,DEB,D,IND,10/22/2001,SRILR,4/21/2012,87,97.75,128,124,0.0515,,EA,IMP
PSLV DEB,2001-049AT,27099,DEB,D,IND,10/22/2001,SRILR,8/28/2003,88.42,97.63,207,186,0.038,,EA,IMP
PSLV DEB,2001-049AU,27100,DEB,D,IND,10/22/2001,SRILR,11/20/2002,88.97,98.81,241,207,0.0797,,EA,IMP
PSLV DEB,2001-049AV,27101,DEB,D,IND,10/22/2001,SRILR,5/21/2002,87.71,97.7,177,144,0.0185,,EA,IMP
PSLV DEB,2001-049AW,27102,DEB,D,IND,10/22/2001,SRILR,11/12/2002,90.51,97.8,311,289,0.0796,,EA,IMP
PSLV DEB,2001-049AX,27103,DEB,D,IND,10/22/2001,SRILR,12/14/2002,88.84,97.38,222,213,0.154,,EA,IMP
PSLV DEB,2001-049AY,27104,DEB,D,IND,10/22/2001,SRILR,10/19/2010,88,98.83,179,172,0.0135,,EA,IMP
PSLV DEB,2001-049AZ,27105,DEB,D,IND,10/22/2001,SRILR,10/29/2016,87.73,97.34,168,156,0.039,,EA,IMP
PSLV DEB,2001-049BA,27106,DEB,D,IND,10/22/2001,SRILR,9/2/2002,90.65,97.95,326,287,0.0198,,EA,IMP
PSLV DEB,2001-049BB,27107,DEB,D,IND,10/22/2001,SRILR,9/16/2013,88.23,97.76,190,184,0.02,,EA,IMP
PSLV DEB,2001-049BC,27108,DEB,D,IND,10/22/2001,SRILR,11/30/2002,90.1,97.72,294,264,0.0959,,EA,IMP
PSLV DEB,2001-049BD,27109,DEB,D,IND,10/22/2001,SRILR,4/8/2004,88.45,97.69,207,189,0.036,,EA,IMP
PSLV DEB,2001-049BE,27110,DEB,D,IND,10/22/2001,SRILR,7/14/2002,88.05,97.35,192,164,0.0171,,EA,IMP
PSLV DEB,2001-049BF,27111,DEB,D,IND,10/22/2001,SRILR,11/22/2003,89.19,97.69,239,230,0.0364,,EA,IMP
PSLV DEB,2001-049BG,27112,DEB,D,IND,10/22/2001,SRILR,3/14/2002,88.84,98.07,222,212,0.0253,,EA,IMP
PSLV DEB,2001-049BH,27113,DEB,D,IND,10/22/2001,SRILR,5/23/2003,88.89,97.61,230,210,0.0126,,EA,IMP
PSLV DEB,2001-049BJ,27114,DEB,D,IND,10/22/2001,SRILR,3/4/2017,88.18,97.78,190,179,0.045,,EA,IMP
PSLV DEB,2001-049BK,27115,DEB,D,IND,10/22/2001,SRILR,6/17/2019,88.09,97.62,189,170,0.0184,,EA,IMP
PSLV DEB,2001-049BL,27116,DEB,D,IND,10/22/2001,SRILR,12/18/2003,88.34,97.86,209,176,0.0342,,EA,IMP
PSLV DEB,2001-049BM,27117,DEB,D,IND,10/22/2001,SRILR,1/13/2003,89.97,97.79,277,269,0.0394,,EA,IMP
PSLV DEB,2001-049BN,27118,DEB,D,IND,10/22/2001,SRILR,7/22/2005,88,97.72,185,166,0.034,,EA,IMP
PSLV DEB,2001-049BP,27119,DEB,D,IND,10/22/2001,SRILR,8/27/2024,87.7,97.59,170,152,0.033,,EA,IMP
PSLV DEB,2001-049BQ,27120,DEB,D,IND,10/22/2001,SRILR,3/13/2002,91.12,97.69,334,325,0.0906,,EA,IMP
PSLV DEB,2001-049BR,27121,DEB,D,IND,10/22/2001,SRILR,11/11/2022,87.89,97.15,176,164,0.0858,,EA,IMP
PSLV DEB,2001-049BS,27122,DEB,D,IND,10/22/2001,SRILR,3/29/2002,92.44,97.77,419,370,0.0685,,EA,IMP
PSLV DEB,2001-049BT,27123,DEB,,IND,10/22/2001,SRILR,,97.86,97.35,682,630,0.0156,,EA,ORB
PSLV DEB,2001-049BU,27124,DEB,,IND,10/22/2001,SRILR,,96.51,98.08,611,572,0.3897,,EA,ORB
PSLV DEB,2001-049BV,27125,DEB,D,IND,10/22/2001,SRILR,9/29/2016,88.57,97.44,210,197,0.1818,,EA,IMP
PSLV DEB,2001-049BW,27126,DEB,,IND,10/22/2001,SRILR,,93.12,98.17,436,419,0.1381,,EA,ORB
PSLV DEB,2001-049BX,27127,DEB,D,IND,10/22/2001,SRILR,10/19/2024,87.59,97.65,158,152,0.29,,EA,IMP
PSLV DEB,2001-049BY,27128,DEB,D,IND,10/22/2001,SRILR,4/25/2023,87.85,97.77,175,161,0.0543,,EA,IMP
PSLV DEB,2001-049BZ,27129,DEB,D,IND,10/22/2001,SRILR,8/20/2024,88.23,97.82,197,176,0.059,,EA,IMP
PSLV DEB,2001-049CA,27130,DEB,,IND,10/22/2001,SRILR,,96.99,98.16,624,605,0.141,,EA,ORB
PSLV DEB,2001-049CB,27131,DEB,D,IND,10/22/2001,SRILR,8/24/2004,88.74,97.87,224,200,0.141,,EA,IMP
PSLV DEB,2001-049CC,27132,DEB,D,IND,10/22/2001,SRILR,8/13/2025,87.92,97.63,180,163,0.0459,,EA,IMP
PSLV DEB,2001-049CD,27133,DEB,,IND,10/22/2001,SRILR,,98.01,97.74,694,633,0.031,,EA,ORB
PSLV DEB,2001-049CE,27134,DEB,D,IND,10/22/2001,SRILR,6/4/2012,89.49,97.87,254,244,0.1383,,EA,IMP
PSLV DEB,2001-049CF,27135,DEB,D,IND,10/22/2001,SRILR,7/22/2011,89.28,97.59,248,230,0.056,,EA,IMP
PSLV DEB,2001-049CG,27136,DEB,,IND,10/22/2001,SRILR,,95.41,97.92,558,520,0.1035,,EA,ORB
PSLV DEB,2001-049CH,27137,DEB,D,IND,10/22/2001,SRILR,2/25/2013,88.69,97.61,217,203,0.03,,EA,IMP
PSLV DEB,2001-049CJ,27138,DEB,D,IND,10/22/2001,SRILR,12/1/2004,89.65,97.66,267,247,0.0923,,EA,IMP
PSLV DEB,2001-049CK,27139,DEB,D,IND,10/22/2001,SRILR,4/19/2002,89.67,97.53,282,234,0.0651,,EA,IMP
PSLV DEB,2001-049CL,27140,DEB,D,IND,10/22/2001,SRILR,12/29/2014,87.53,97.65,161,143,0.055,,EA,IMP
PSLV DEB,2001-049CM,27141,DEB,,IND,10/22/2001,SRILR,,96.64,98.1,631,564,0.1244,,EA,ORB
PSLV DEB,2001-049CN,27142,DEB,,IND,10/22/2001,SRILR,,101.87,97.39,1047,647,0.0164,,EA,ORB
PSLV DEB,2001-049CP,27143,DEB,D,IND,10/22/2001,SRILR,10/2/2002,87.81,98.68,179,153,0.0082,,EA,IMP
PSLV DEB,2001-049CQ,27144,DEB,D,IND,10/22/2001,SRILR,1/10/2005,88.1,97.7,185,176,0.0295,,EA,IMP
PSLV DEB,2001-049CR,27145,DEB,D,IND,10/22/2001,SRILR,9/5/2003,89.89,98.62,296,242,0.0908,,EA,IMP
PSLV DEB,2001-049CS,27146,DEB,,IND,10/22/2001,SRILR,,96.32,98.06,608,556,0.087,,EA,ORB
PSLV DEB,2001-049CT,27147,DEB,D,IND,10/22/2001,SRILR,2/23/2023,88.66,97.34,214,202,0.041,,EA,IMP
PSLV DEB,2001-049CU,27148,DEB,D,IND,10/22/2001,SRILR,12/16/2014,88.18,97.42,187,182,0.0473,,EA,IMP
PSLV DEB,2001-049CV,27149,DEB,D,IND,10/22/2001,SRILR,10/15/2012,89.33,97.82,253,229,0.0106,,EA,IMP
PSLV DEB,2001-049CW,27150,DEB,D,IND,10/22/2001,SRILR,9/4/2023,88.26,97.74,198,179,0.0342,,EA,IMP
PSLV DEB,2001-049CX,27151,DEB,D,IND,10/22/2001,SRILR,12/19/2024,87.37,97.61,150,138,0.1011,,EA,IMP
PSLV DEB,2001-049CY,27152,DEB,,IND,10/22/2001,SRILR,,95.58,98,561,533,0.06,,EA,ORB
PSLV DEB,2001-049CZ,27153,DEB,,IND,10/22/2001,SRILR,,93.58,97.83,459,441,0.021,,EA,ORB
PSLV DEB,2001-049DA,27154,DEB,D,IND,10/22/2001,SRILR,3/3/2010,87.24,98.27,138,138,0.0568,,EA,IMP
PSLV DEB,2001-049DB,27155,DEB,D,IND,10/22/2001,SRILR,2/10/2015,90.92,97.64,327,312,0.027,,EA,IMP
PSLV DEB,2001-049DC,27156,DEB,D,IND,10/22/2001,SRILR,4/9/2004,88.32,97.83,208,175,0.0324,,EA,IMP
PSLV DEB,2001-049DD,27157,DEB,D,IND,10/22/2001,SRILR,8/28/2006,89.17,98,249,218,0.0327,,EA,IMP
PSLV DEB,2001-049DE,27158,DEB,D,IND,10/22/2001,SRILR,11/17/2012,88.92,97.55,235,207,0.042,,EA,IMP
PSLV DEB,2001-049DF,27159,DEB,D,IND,10/22/2001,SRILR,8/25/2009,89.56,97.73,265,241,0.0074,,EA,IMP
PSLV DEB,2001-049DG,27160,DEB,,IND,10/22/2001,SRILR,,97.93,98.38,693,626,0.0145,,EA,ORB
PSLV DEB,2001-049DH,27161,DEB,D,IND,10/22/2001,SRILR,5/12/2006,89.55,97.63,267,237,0.0304,,EA,IMP
PSLV DEB,2001-049DJ,27162,DEB,D,IND,10/22/2001,SRILR,9/18/2002,89.63,98.39,270,243,0.0043,,EA,IMP
PSLV DEB,2001-049DK,27163,DEB,D,IND,10/22/2001,SRILR,11/24/2002,88.42,98.78,210,182,0.0103,,EA,IMP
PSLV DEB,2001-049DL,27164,DEB,D,IND,10/22/2001,SRILR,5/28/2002,91.32,97.74,353,326,0.0236,,EA,IMP
PSLV DEB,2001-049DM,27165,DEB,D,IND,10/22/2001,SRILR,2/12/2004,89.21,97.86,250,220,0.028,,EA,IMP
PSLV DEB,2001-049DN,27170,DEB,D,IND,10/22/2001,SRILR,2/16/2002,89.42,98.79,265,227,0.0184,,EA,IMP
PSLV DEB,2001-049DP,27171,DEB,D,IND,10/22/2001,SRILR,5/7/2002,90.83,97.67,329,301,0.0548,,EA,IMP
PSLV DEB,2001-049DQ,27172,DEB,D,IND,10/22/2001,SRILR,8/17/2002,90.57,97.82,320,285,0.0924,,EA,IMP
PSLV DEB,2001-049DR,27173,DEB,D,IND,10/22/2001,SRILR,7/19/2002,88.32,97.88,214,169,0.0163,,EA,IMP
PSLV DEB,2001-049DS,27174,DEB,D,IND,10/22/2001,SRILR,4/25/2002,90.73,97.68,329,292,0.0525,,EA,IMP
PSLV DEB,2001-049DT,27175,DEB,D,IND,10/22/2001,SRILR,4/26/2002,91.87,97.74,387,345,0.0116,,EA,IMP
PSLV DEB,2001-049DU,27176,DEB,D,IND,10/22/2001,SRILR,1/23/2002,88.8,98.72,242,188,0.08,,EA,IMP
PSLV DEB,2001-049DV,27177,DEB,D,IND,10/22/2001,SRILR,6/10/2002,88.65,97.56,223,193,0.0155,,EA,IMP
PSLV DEB,2001-049DW,27178,DEB,D,IND,10/22/2001,SRILR,12/10/2002,88.7,97.56,219,201,0.0293,,EA,IMP
PSLV DEB,2001-049DX,27179,DEB,D,IND,10/22/2001,SRILR,7/6/2002,88.99,96.67,238,211,0.0027,,EA,IMP
PSLV DEB,2001-049DY,27180,DEB,D,IND,10/22/2001,SRILR,5/13/2002,88.49,96.82,224,176,0.066,,EA,IMP
PSLV DEB,2001-049DZ,27181,DEB,D,IND,10/22/2001,SRILR,6/18/2003,88.78,97.75,228,200,0.0629,,EA,IMP
PSLV DEB,2001-049EA,27182,DEB,D,IND,10/22/2001,SRILR,1/17/2002,90.3,98.89,341,237,0.0324,,EA,IMP
PSLV DEB,2001-049EB,27183,DEB,D,IND,10/22/2001,SRILR,3/4/2002,90.22,97.64,313,257,0.0461,,EA,IMP
PSLV DEB,2001-049EC,27184,DEB,D,IND,10/22/2001,SRILR,3/19/2002,89.75,97.74,274,251,0.0859,,EA,IMP
PSLV DEB,2001-049ED,27185,DEB,D,IND,10/22/2001,SRILR,3/30/2002,91.98,97.73,408,335,0.0248,,EA,IMP
PSLV DEB,2001-049EE,27186,DEB,D,IND,10/22/2001,SRILR,4/13/2002,90.65,97.65,325,288,0.0266,,EA,IMP
PSLV DEB,2001-049EF,27187,DEB,D,IND,10/22/2001,SRILR,5/28/2002,89.2,97.77,242,228,0.0128,,EA,IMP
PSLV DEB,2001-049EG,27188,DEB,D,IND,10/22/2001,SRILR,4/18/2002,90.28,97.77,305,272,0.0737,,EA,IMP
PSLV DEB,2001-049EH,27189,DEB,D,IND,10/22/2001,SRILR,3/26/2002,90.94,97.75,331,310,0.007,,EA,IMP
PSLV DEB,2001-049EJ,27190,DEB,D,IND,10/22/2001,SRILR,4/18/2002,89.09,97.84,239,220,0.0502,,EA,IMP
PSLV DEB,2001-049EK,27191,DEB,D,IND,10/22/2001,SRILR,4/18/2002,89.59,97.74,271,238,0.0079,,EA,IMP
PSLV DEB,2001-049EL,27192,DEB,D,IND,10/22/2001,SRILR,4/18/2002,90.72,97.79,327,293,0.007,,EA,IMP
PSLV DEB,2001-049EM,27193,DEB,D,IND,10/22/2001,SRILR,8/7/2002,88.42,97.73,205,187,0.0019,,EA,IMP
PSLV DEB,2001-049EN,27194,DEB,D,IND,10/22/2001,SRILR,6/27/2002,88.61,97.66,219,193,0.0127,,EA,IMP
PSLV DEB,2001-049EP,27195,DEB,D,IND,10/22/2001,SRILR,2/23/2002,91.54,98.43,386,314,0.0027,,EA,IMP
PSLV DEB,2001-049EQ,27196,DEB,D,IND,10/22/2001,SRILR,3/19/2002,89.21,97.8,250,220,0.0639,,EA,IMP
PSLV DEB,2001-049ER,27197,DEB,D,IND,10/22/2001,SRILR,2/6/2002,88.85,97.85,265,171,0.0691,,EA,IMP
PSLV DEB,2001-049ES,27198,DEB,D,IND,10/22/2001,SRILR,9/5/2002,89.62,97.73,274,237,0.0089,,EA,IMP
PSLV DEB,2001-049ET,27199,DEB,D,IND,10/22/2001,SRILR,1/19/2002,89.42,98.16,290,201,0.0402,,EA,IMP
PSLV DEB,2001-049EU,27200,DEB,D,IND,10/22/2001,SRILR,3/11/2002,89.68,98.68,293,225,0.0063,,EA,IMP
PSLV DEB,2001-049EV,27201,DEB,D,IND,10/22/2001,SRILR,2/14/2002,91.53,98.32,434,265,0.0394,,EA,IMP
PSLV DEB,2001-049EW,27202,DEB,D,IND,10/22/2001,SRILR,4/15/2002,90.58,96.47,342,264,0.0097,,EA,IMP
PSLV DEB,2001-049EX,27203,DEB,D,IND,10/22/2001,SRILR,5/4/2002,91.93,97.71,405,333,0.0047,,EA,IMP
PSLV DEB,2001-049EY,27204,DEB,D,IND,10/22/2001,SRILR,3/18/2002,88.68,98.51,218,200,0.0228,,EA,IMP
PSLV DEB,2001-049EZ,27205,DEB,D,IND,10/22/2001,SRILR,9/27/2002,88.83,97.37,231,202,0.0104,,EA,IMP
PSLV DEB,2001-049FA,27206,DEB,D,IND,10/22/2001,SRILR,3/6/2002,91.99,97.8,393,352,0.014,,EA,IMP
